Department,Tab,Category,ID,Check Item
"미화","오전 순회","여자 사우나 및 취약구역 집중 (10:00 ~ 12:00)","ct2_4","[여자 건식 사우나] 온도계·시계 정상 작동 확인"
"미화","오전 순회","여자 사우나 및 취약구역 집중 (10:00 ~ 12:00)","ct2_5","[여자 세신실 상부/천정] 곰팡이·결로·냉기 여부 사진 기록"
"미화","오전 순회","여자 사우나 및 취약구역 집중 (10:00 ~ 12:00)","ct2_7","[여자 습식 사우나·스팀실] 벽면·천장 물기 제거 (곰팡이 예방)"
"미화","오전 순회","여자 사우나 및 취약구역 집중 (10:00 ~ 12:00)","ct2_8","[여자 습식 사우나·스팀실] 배수구 청소 후 살균제 투입"
"미화","오전 순회","여자 사우나 및 취약구역 집중 (10:00 ~ 12:00)","ct2_9","[여자 습식 사우나·스팀실] 스팀 노즐 막힘 여부 확인"
"미화","오전 순회","여자 사우나 및 취약구역 집중 (10:00 ~ 12:00)","ct2_10","[여탕 사우나 덕트] 먼지 제거 및 통풍 상태 확인"
"미화","오전 순회","여자 사우나 및 취약구역 집중 (10:00 ~ 12:00)","ct2_12","[3층 라운지] 바닥 물걸레 청소"
"미화","오전 순회","여자 사우나 및 취약구역 집중 (10:00 ~ 12:00)","ct2_13","[3층 라운지] 조명·정수기·컵 정리 및 확인"
"미화","오후 순회","순환 청소 및 취약구역 재점검 (12:00 ~ 18:00)","ct3_1","[여자 화장실] 변기·세면대 소독, 휴지 리필 (2시간마다)"
"미화","오후 순회","순환 청소 및 취약구역 재점검 (12:00 ~ 18:00)","ct3_2","[3층 풋스파] 데크 냄새 확인 + 방수 상태 점검"
"미화","오후 순회","순환 청소 및 취약구역 재점검 (12:00 ~ 18:00)","ct3_3","[3층 풋스파] 물통 완전 배수 후 세척, 소독제 살균"
"미화","오후 순회","순환 청소 및 취약구역 재점검 (12:00 ~ 18:00)","ct3_5","[3층 라운지] 매트 사용 흔적 정리 및 교체"
"미화","오후 순회","순환 청소 및 취약구역 재점검 (12:00 ~ 18:00)","ct3_6","[3층 휘트니스룸] 운동기구 손잡이 소독, 거울 청소"
"미화","오후 순회","순환 청소 및 취약구역 재점검 (12:00 ~ 18:00)","ct3_7","[여자 파우더룸] 쓰레기통 비우기 및 주변정리"
"미화","오후 순회","순환 청소 및 취약구역 재점검 (12:00 ~ 18:00)","ct3_8","[3층 캠핑룸] 온도체크 및 빈백정리"
"미화","오후 순회","순환 청소 및 취약구역 재점검 (12:00 ~ 18:00)","ct3_11","[여자 락커룸] 바닥 물기 제거 및 정리"
"미화","오후 순회","순환 청소 및 취약구역 재점검 (12:00 ~ 18:00)","ct3_12","[여자 샤워장] 배수구 확인 및 청소"
"미화","오후 순회","순환 청소 및 취약구역 재점검 (12:00 ~ 18:00)","ct3_13","[2층 리셉션] 리셉션 주변 최종 정리"
"미화","심화 점검","주간·월간·분기 심화","ct4_1","[주 1회] 여자 건식 사우나 - 목재 특이사항 확인"
"미화","심화 점검","주간·월간·분기 심화","ct4_2","[주 1회] 여자 락커 내부 - 전체 락커 내부 점검"
"미화","심화 점검","주간·월간·분기 심화","ct4_3","[주 1회] 여자 세신실 - 곰팡이 취약 부위 살균 처리"
"미화","심화 점검","주간·월간·분기 심화","ct4_5","[주 1회] 3층 매트 및 베게정리"
"미화","심화 점검","주간·월간·분기 심화","ct4_7","[월 1회] 여탕 배관 확인 및 약품 투여"
"미화","심화 점검","주간·월간·분기 심화","ct4_8","[월 1회] 여자 사우나 방부목 - 곰팡이 재발 여부 종합 점검"
"미화","심화 점검","주간·월간·분기 심화","ct4_9","[월 1회] 세스코 방역 - 월 정기 방역 입회"
"푸드","푸드 오픈","◆ 개인 위생","f_o_1","★ 손 세척 → 위생복·위생모·마스크 착용 확인"
"푸드","푸드 오픈","◆ 개인 위생","f_o_2","손톱 상태, 반지·시계 제거 확인"
"푸드","푸드 오픈","◆ 개인 위생","f_o_3","보건증 유효기간 확인 (반기 1회)"
"푸드","푸드 오픈","◆ 냉장·냉동 및 식재료","f_o_4","★ 냉장고 온도 5℃ 이하 유지 확인 및 기록"
"푸드","푸드 오픈","◆ 냉장·냉동 및 식재료","f_o_5","★ 냉동고 온도 -18℃ 이하 유지 확인 및 기록"
"푸드","푸드 오픈","◆ 냉장·냉동 및 식재료","f_o_6","개봉·미개봉 유통기한 라벨 전수 확인"
"푸드","푸드 오픈","◆ 냉장·냉동 및 식재료","f_o_7","색·냄새·이물 여부 확인 (변질 즉시 폐기)"
"푸드","푸드 오픈","◆ 냉장·냉동 및 식재료","f_o_8","재고 확인, 선입선출(FIFO) 준수 (5단 3개+6단 1개)"
"푸드","푸드 오픈","◆ 주방 준비","f_o_9","상판·도마·칼 소독 (락스 200ppm 또는 열탕)"
"푸드","푸드 오픈","◆ 주방 준비","f_o_10","냄비·팬·주걱 세척 상태 및 정리"
"푸드","푸드 오픈","◆ 주방 준비","f_o_11","육류·야채·조리완료 도마 색깔별 준비"
"푸드","푸드 오픈","◆ 주방 준비","f_o_12","★ 가스 밸브 개방 상태, 누출 여부 확인"
"푸드","푸드 오픈","◆ 주방 준비","f_o_13","소독기 정상 작동 확인, 재고 확인"
"푸드","푸드 오픈","◆ 주방 준비","f_o_14","★ 뜨거운 음식 60℃ 이상 유지 세팅"
"푸드","푸드 오픈","◆ 주방 준비","f_o_15","★ 찬 음식 5℃ 이하 유지 세팅"
"푸드","푸드 오픈","◆ 주방 준비","f_o_16","세척기 온도 확인 (헹굼 82℃ 이상)"
"푸드","푸드 오픈","◆ 홀 준비","f_o_17","테이블·의자 소독제 도포 후 닦기"
"푸드","푸드 오픈","◆ 홀 준비","f_o_18","바닥 물걸레 청소, 미끄럼 여부 확인"
"푸드","푸드 오픈","◆ 홀 준비","f_o_19","정상 작동 확인 (에너지 CHECK LIST 참조)"
"푸드","푸드 오픈","◆ 홀 준비","f_o_20","알레르기 유발 성분 22종 표시 확인"
"푸드","푸드 오픈","◆ 오픈 전 최종 점검","f_o_21","조리 전 손 재세척 및 위생 확인"
"푸드","푸드 오픈","◆ 오픈 전 최종 점검","f_o_22","청결한 행주 배치 (교차 오염 방지)"
"푸드","푸드 오픈","◆ 오픈 전 최종 점검","f_o_23","빈 잔반통 배치, 살균 상태 확인"
"푸드","푸드 오픈","◆ 오픈 전 최종 점검","f_o_24","매니저 최종 확인 후 서명"
"푸드","푸드 마감","◆ 잔반 및 쓰레기 처리","f_c_1","잔반통 완전 비우기, 살균 세척"
"푸드","푸드 마감","◆ 잔반 및 쓰레기 처리","f_c_2","음식물·일반·재활용 분리 후 배출"
"푸드","푸드 마감","◆ 잔반 및 쓰레기 처리","f_c_3","폐유 지정 통에 수거"
"푸드","푸드 마감","◆ 조리기구 및 주방 마감","f_c_4","도마·칼·냄비·주걱 세척 후 소독기 투입"
"푸드","푸드 마감","◆ 조리기구 및 주방 마감","f_c_5","상판 세척 후 소독제 도포"
"푸드","푸드 마감","◆ 조리기구 및 주방 마감","f_c_6","잔여 오염 제거, 기름때 세척"
"푸드","푸드 마감","◆ 조리기구 및 주방 마감","f_c_7","후드 필터 표면 기름때 제거"
"푸드","푸드 마감","◆ 조리기구 및 주방 마감","f_c_8","바닥 대청소, 미끄럼 방지 처리"
"푸드","푸드 마감","◆ 조리기구 및 주방 마감","f_c_9","★ 배수구 이물질 제거 및 살균제 투입"
"푸드","푸드 마감","◆ 조리기구 및 주방 마감","f_c_10","사용한 행주·수세미 살균 세척 후 건조"
"푸드","푸드 마감","◆ 냉장·냉동 및 식재료 마감","f_c_11","★ 냉장고 마감 온도 확인 및 기록 (일 3회차)"
"푸드","푸드 마감","◆ 냉장·냉동 및 식재료 마감","f_c_12","★ 냉동고 마감 온도 확인 및 기록"
"푸드","푸드 마감","◆ 냉장·냉동 및 식재료 마감","f_c_13","밀봉 후 유통기한 라벨 재확인"
"푸드","푸드 마감","◆ 냉장·냉동 및 식재료 마감","f_c_14","익일 서비스용 재고 확인, 부족 시 발주"
"푸드","푸드 마감","◆ 냉장·냉동 및 식재료 마감","f_c_15","창고 정리 정돈, 선입선출 확인 (5단 3개 + 6단 1개)"
"푸드","푸드 마감","◆ 홀 마감","f_c_16","테이블·의자 소독 후 정리"
"푸드","푸드 마감","◆ 홀 마감","f_c_17","바닥 대청소 및 왁싱"
"푸드","푸드 마감","◆ 홀 마감","f_c_18","수저·젓가락 소독기 투입, 재고 확인"
"푸드","푸드 마감","◆ 홀 마감","f_c_19","정위치 배치 확인 (알레르기·메뉴판)"
"푸드","푸드 마감","◆ 안전 및 에너지 절약","f_c_20","★ 가스 밸브 완전 잠금 확인 (2인 교차 확인)"
"푸드","푸드 마감","◆ 안전 및 에너지 절약","f_c_21","주방 가스·튀김기·밥보온고·밥솥·주방 등 OFF"
"푸드","푸드 마감","◆ 안전 및 에너지 절약","f_c_22","홀 천정 등 1/2 소등, 음악 OFF"
"푸드","푸드 마감","◆ 안전 및 에너지 절약","f_c_23","커틀러리 보온기 전기 OFF"
"푸드","푸드 마감","◆ 안전 및 에너지 절약","f_c_24","주방 세척기 전기 OFF"
"푸드","푸드 마감","◆ 안전 및 에너지 절약","f_c_25","창고 문 잠김 확인"
"푸드","푸드 마감","◆ 안전 및 에너지 절약","f_c_26","창고 문·퇴식구 외풍 막기"
"푸드","푸드 마감","◆ 안전 및 에너지 절약","f_c_27","냉난방기 에너지 CHECK LIST 준수하여 OFF"
"푸드","푸드 마감","◆ 주간·월간 심화","f_c_28","완전 비우고 내부 세척 및 소독 (냉장고 주 1회)"
"푸드","푸드 마감","◆ 주간·월간 심화","f_c_29","유통기한 임박 식재료 우선 사용 조치 (창고 주 1회)"
"푸드","푸드 마감","◆ 주간·월간 심화","f_c_30","후드 필터 완전 분리 세척 및 그리스 제거 (주 1회)"
"푸드","푸드 마감","◆ 주간·월간 심화","f_c_31","필터 세척, 조명 등 청소 (조명·냉난방기 주 1회)"
"푸드","푸드 마감","◆ 주간·월간 심화","f_c_32","★ 정기 방역 입회 및 서명 (월 1회, 권동엽 010-5505-2862)"
"푸드","푸드 마감","◆ 주간·월간 심화","f_c_33","세척기 내부 대청소, 잔여물 제거 (식기 소독기 월 1회)"
"푸드","푸드 마감","◆ 주간·월간 심화","f_c_34","팀 위생교육 실시 및 서명 (월 1회)"
"푸드","푸드 마감","◆ 주간·월간 심화","f_c_35","주방 배수관 유지방분해제 투입 (분기 1회)"
"푸드","푸드 마감","◆ 주간·월간 심화","f_c_36","전 직원 보건증 갱신 확인 (반기 1회)"
"스낵","스낵 오픈","◆ 개인 위생","s_o_1","★ 손 세척, 위생복·위생모·마스크 착용"
"스낵","스낵 오픈","◆ 개인 위생","s_o_2","손톱·반지·시계 확인"
"스낵","스낵 오픈","◆ 개인 위생","s_o_3","보건증 유효기간 확인 (반기 1회)"
"스낵","스낵 오픈","◆ 냉장·냉동 및 식재료","s_o_4","★ 냉장고 온도 5℃ 이하 확인 및 기록"
"스낵","스낵 오픈","◆ 냉장·냉동 및 식재료","s_o_5","★ 냉동고 온도 -18℃ 이하 확인 및 기록"
"스낵","스낵 오픈","◆ 냉장·냉동 및 식재료","s_o_6","라면·튀김·음료 유통기한 라벨 확인"
"스낵","스낵 오픈","◆ 냉장·냉동 및 식재료","s_o_7","창고 재고 확인, 선입선출(FIFO) 준수 (5단 3개)"
"스낵","스낵 오픈","◆ 조리 기기 점검","s_o_8","한강라면 기계 (4대) 모두 정상 작동 확인, 물통 세척 및 급수"
"스낵","스낵 오픈","◆ 조리 기기 점검","s_o_9","★ 튀김유 상태 확인 (갈색·이물질 시 교체)"
"스낵","스낵 오픈","◆ 조리 기기 점검","s_o_10","튀김유 온도 확인 (170~180℃)"
"스낵","스낵 오픈","◆ 조리 기기 점검","s_o_11","밥솥·밥보온고 정상 작동 확인, 밥 예약 세팅"
"스낵","스낵 오픈","◆ 조리 기기 점검","s_o_12","커틀러리 전기보온기 정상 작동 확인, 수저·젓가락 재고 확인"
"스낵","스낵 오픈","◆ 조리 기기 점검","s_o_13","정수기 물통·필터 확인, 세척 상태 점검"
"스낵","스낵 오픈","◆ 조리 기기 점검","s_o_14","커피머신 물통·원두·필터 확인"
"스낵","스낵 오픈","◆ POS·홀 기기","s_o_15","POS·키오스크·노트북 정상 작동 확인, 화면 소독"
"스낵","스낵 오픈","◆ POS·홀 기기","s_o_16","홀 TV·조명 정상 작동 확인"
"스낵","스낵 오픈","◆ POS·홀 기기","s_o_17","홀 음악 정상 재생 확인"
"스낵","스낵 오픈","◆ POS·홀 기기","s_o_18","냉장고 조명 정상 작동 확인"
"스낵","스낵 오픈","◆ 스낵 홀 준비","s_o_19","테이블·의자 소독, 바닥 청소"
"스낵","스낵 오픈","◆ 스낵 홀 준비","s_o_20","미끄럼 여부 확인"
"스낵","스낵 오픈","◆ 스낵 홀 준비","s_o_21","써큘레이터 정상 작동 확인"
"스낵","스낵 오픈","◆ 스낵 홀 준비","s_o_22","알레르기 유발 성분 22종 표시 확인"
"스낵","스낵 오픈","◆ 스낵 홀 준비","s_o_23","빈 잔반통 배치, 살균 상태 확인"
"스낵","스낵 오픈","◆ 스낵 홀 준비","s_o_24","매니저 최종 확인 후 서명"
"스낵","스낵 마감","◆ 잔반 및 쓰레기 처리","s_c_1","잔반통 완전 비우기, 살균 세척"
"스낵","스낵 마감","◆ 잔반 및 쓰레기 처리","s_c_2","음식물·일반·재활용 분리 후 배출"
"스낵","스낵 마감","◆ 잔반 및 쓰레기 처리","s_c_3","튀김 폐유 지정 통에 수거"
"스낵","스낵 마감","◆ 조리 기기 마감","s_c_4","★ 한강라면 기계 4대 중 2대 OFF (에너지 절약, 주중 2대만 유지)"
"스낵","스낵 마감","◆ 조리 기기 마감","s_c_5","튀김기 완전 OFF, 잔유 정리, 필터 세척"
"스낵","스낵 마감","◆ 조리 기기 마감","s_c_6","밥솥·밥보온고 완전 OFF, 잔여 밥 처리"
"스낵","스낵 마감","◆ 조리 기기 마감","s_c_7","조리도구·컵·수저 세척 후 소독기 투입"
"스낵","스낵 마감","◆ 조리 기기 마감","s_c_8","커틀러리 전기보온기 전기 OFF"
"스낵","스낵 마감","◆ 조리 기기 마감","s_c_9","커피머신 전기 OFF, 물통 비우기"
"스낵","스낵 마감","◆ 조리 기기 마감","s_c_10","정수기 전기 OFF"
"스낵","스낵 마감","◆ 조리 기기 마감","s_c_11","주방 세척기 전기 OFF"
"스낵","스낵 마감","◆ 냉장·냉동 및 식재료 마감","s_c_12","★ 냉장고 마감 온도 확인 및 기록 (일 3회차)"
"스낵","스낵 마감","◆ 냉장·냉동 및 식재료 마감","s_c_13","★ 냉동고 마감 온도 확인 및 기록"
"스낵","스낵 마감","◆ 냉장·냉동 및 식재료 마감","s_c_14","밀봉 후 유통기한 라벨 재확인"
"스낵","스낵 마감","◆ 냉장·냉동 및 식재료 마감","s_c_15","익일 서비스용 재고 확인, 부족 시 발주"
"스낵","스낵 마감","◆ 냉장·냉동 및 식재료 마감","s_c_16","창고 정리 정돈, 선입선출 확인 (5단 3개)"
"스낵","스낵 마감","◆ 주방 마감 청소","s_c_17","조리대 상판 세척 후 소독제 도포"
"스낵","스낵 마감","◆ 주방 마감 청소","s_c_18","튀김기 주변 기름때 완전 제거"
"스낵","스낵 마감","◆ 주방 마감 청소","s_c_19","후드 필터 표면 기름때 제거"
"스낵","스낵 마감","◆ 주방 마감 청소","s_c_20","바닥 대청소, 미끄럼 방지 처리"
"스낵","스낵 마감","◆ 주방 마감 청소","s_c_21","★ 배수구 이물질 제거 및 살균제 투입"
"스낵","스낵 마감","◆ 주방 마감 청소","s_c_22","사용한 행주·수세미 살균 세척 후 건조"
"스낵","스낵 마감","◆ 홀 마감","s_c_23","테이블·의자 소독 후 정리"
"스낵","스낵 마감","◆ 홀 마감","s_c_24","바닥 대청소 및 왁싱"
"스낵","스낵 마감","◆ 홀 마감","s_c_25","수저·젓가락 소독기 투입, 재고 확인"
"스낵","스낵 마감","◆ 홀 마감","s_c_26","정위치 배치 확인 (알레르기·메뉴판)"
"스낵","스낵 마감","◆ 안전 및 에너지 절약","s_c_27","★ 가스 밸브 완전 잠금 확인 (2인 교차 확인)"
"스낵","스낵 마감","◆ 안전 및 에너지 절약","s_c_28","스낵 음악 전원 OFF"
"스낵","스낵 마감","◆ 안전 및 에너지 절약","s_c_29","스낵 홀 조명·TV·냉장고 조명 OFF"
"스낵","스낵 마감","◆ 안전 및 에너지 절약","s_c_30","POS·키오스크·노트북 전원 OFF"
"스낵","스낵 마감","◆ 안전 및 에너지 절약","s_c_31","복도·오락실·키즈방 조명 1개 OFF (에너지 CHECK LIST)"
"스낵","스낵 마감","◆ 안전 및 에너지 절약","s_c_32","써큘레이터 전원 OFF (창고 1대 제외)"
"스낵","스낵 마감","◆ 안전 및 에너지 절약","s_c_33","창고 문 잠김 확인"
"스낵","스낵 마감","◆ 안전 및 에너지 절약","s_c_34","냉난방기 에너지 CHECK LIST 준수하여 OFF"
"스낵","스낵 마감","◆ 주간·월간 심화","s_c_35","한강라면 기계 4대 완전 분해 세척 및 소독 (주 1회)"
"스낵","스낵 마감","◆ 주간·월간 심화","s_c_36","★ 완전 배유 후 튀김기 내부 세척 (주 1회)"
"스낵","스낵 마감","◆ 주간·월간 심화","s_c_37","완전 비우고 내부 세척 및 소독 (냉장고 주 1회)"
"스낵","스낵 마감","◆ 주간·월간 심화","s_c_38","유통기한 임박 재료 우선 사용 조치 (창고 주 1회)"
"스낵","스낵 마감","◆ 주간·월간 심화","s_c_39","내부 세척 및 필터 교체 (커피머신·정수기 주 1회)"
"스낵","스낵 마감","◆ 주간·월간 심화","s_c_40","후드 필터 세척 및 그리스 제거 (주 1회)"
"스낵","스낵 마감","◆ 주간·월간 심화","s_c_41","★ 정기 방역 입회 및 서명 (월 1회, 권동엽 010-5505-2862)"
"스낵","스낵 마감","◆ 주간·월간 심화","s_c_42","튀김유 전량 교체 및 폐유 처리 (월 1회)"
"스낵","스낵 마감","◆ 주간·월간 심화","s_c_43","팀 위생교육 실시 및 서명 (월 1회)"
"스낵","스낵 마감","◆ 주간·월간 심화","s_c_44","주방 배수관 유지방분해제 투입 (분기 1회)"
"스낵","스낵 마감","◆ 주간·월간 심화","s_c_45","전 직원 보건증 갱신 확인 (반기 1회)"
"미화","오픈 전","오픈 전 대청소 (08:00 ~ 10:00)","cm1_1","[남자 락커룸] 락커 개방 확인, 미회수 물품 관리단 인계"
"미화","오픈 전","오픈 전 대청소 (08:00 ~ 10:00)","cm1_2","[남자 락커룸] 바닥 머리카락 진공청소 후 물걸레 청소"
"미화","오픈 전","오픈 전 대청소 (08:00 ~ 10:00)","cm1_3","[남자 락커룸] 벤치·의자 청결상태 확인"
"미화","오픈 전","오픈 전 대청소 (08:00 ~ 10:00)","cm1_4","[남자 파우더룸] 거울 물때·손자국 제거 및 광택"
"미화","오픈 전","오픈 전 대청소 (08:00 ~ 10:00)","cm1_5","[남자 파우더룸] 드라이기 확인 및 소독"
"미화","오픈 전","오픈 전 대청소 (08:00 ~ 10:00)","cm1_6","[남자 파우더룸] 어메니티(면봉·화장품) 리필"
"미화","오픈 전","오픈 전 대청소 (08:00 ~ 10:00)","cm1_7","[남자 샤워장] 배수구 이물질(머리카락) 완전 제거"
"미화","오픈 전","오픈 전 대청소 (08:00 ~ 10:00)","cm1_8","[남자 샤워장] 수전·거울 물때 제거 및 광택 마감"
"미화","오픈 전","오픈 전 대청소 (08:00 ~ 10:00)","cm1_9","[남자 샤워장] 샴푸·바디워시 잔량 확인 및 리필"
"미화","오픈 전","오픈 전 대청소 (08:00 ~ 10:00)","cm1_10","[남자 세신실] 타일·의자·물통 소독"
"미화","오전 순회","남자 사우나 및 공용 (10:00 ~ 12:00)","cm2_2","[남자 건식 사우나] 목재 벤치 이상유무 확인"
"미화","오전 순회","남자 사우나 및 공용 (10:00 ~ 12:00)","cm2_3","[남자 건식 사우나] 사우나 바닥 매트 1회 교체"
"미화","오전 순회","남자 사우나 및 공용 (10:00 ~ 12:00)","cm2_4","[남자 건식 사우나] 온도계·타이머 정상 작동 확인"
"미화","오전 순회","남자 사우나 및 공용 (10:00 ~ 12:00)","cm2_5","[남자 습식 사우나] 벽면·천장 물기 제거 (곰팡이 예방)"
"미화","오전 순회","남자 사우나 및 공용 (10:00 ~ 12:00)","cm2_6","[남자 습식 사우나] 배수구 청소 후 살균제 투입"
"미화","오전 순회","남자 사우나 및 공용 (10:00 ~ 12:00)","cm2_7","[남자 습식 사우나] 스팀 노즐 막힘 여부 확인"
"미화","오전 순회","남자 사우나 및 공용 (10:00 ~ 12:00)","cm2_8","[남탕 사우나 내부] 누수 흔적 확인, 발생 시 시설팀 즉시 통보"
"미화","오전 순회","남자 사우나 및 공용 (10:00 ~ 12:00)","cm2_9","[남탕 복도 벽체] 곰팡이 발생 여부 확인 (누수 파생)"
"미화","오전 순회","남자 사우나 및 공용 (10:00 ~ 12:00)","cm2_10","[3층 찜질방 (남녀 공용)] 불가마 멍석 정돈, 바닥 청소, 온도 확인"
"미화","오전 순회","남자 사우나 및 공용 (10:00 ~ 12:00)","cm2_11","[3층 찜질방 (남녀 공용)] 소금방·아이스방·맥반석방·편백방 매트 정리"
"미화","오전 순회","남자 사우나 및 공용 (10:00 ~ 12:00)","cm2_12","[3층 게르마늄방] 온도 확인 (목표 39℃), 미달 시 시설팀 통보"
"미화","오후 순회","순환 청소 (12:00 ~ 18:00)","cm3_1","[남자 화장실] 변기·세면대 소독, 휴지 리필 (2시간마다)"
"미화","오후 순회","순환 청소 (12:00 ~ 18:00)","cm3_2","[남자 샤워장] 배수구 재점검 및 이물질 제거 (매일 2회)"
"미화","오후 순회","순환 청소 (12:00 ~ 18:00)","cm3_3","[3층 게르마늄방] ★ 온도 재확인 (영업 중)"
"미화","오후 순회","순환 청소 (12:00 ~ 18:00)","cm3_4","[3층 찜질방 (남녀 공용)] 매트 사용 흔적 정리 및 교체"
"미화","오후 순회","순환 청소 (12:00 ~ 18:00)","cm3_5","[3층 핀란드사우나] 목재·벤치 소독, 스팀기 청소"
"미화","오후 순회","순환 청소 (12:00 ~ 18:00)","cm3_6","[남자 파우더룸] 어메니티 재리필, 쓰레기통 비우기"
"미화","오후 순회","순환 청소 (12:00 ~ 18:00)","cm3_7","[남자 사우나 매트] 매트 2차 교체 및 정리"
"미화","오후 순회","순환 청소 (12:00 ~ 18:00)","cm3_8","[남자 화장실] 변기·세면대 소독, 휴지 리필 (2시간마다)"
"미화","오후 순회","순환 청소 (12:00 ~ 18:00)","cm3_9","[남자 락커룸] 바닥 물기 제거 및 정리"
"미화","오후 순회","순환 청소 (12:00 ~ 18:00)","cm3_10","[남자 샤워장] 배수구 3차 청소"
"미화","심화 점검","주간·월간·분기 심화 (남자 구역)","cm4_1","[주 1회] 남자 건식 사우나 - 내부확인"
"미화","심화 점검","주간·월간·분기 심화 (남자 구역)","cm4_2","[주 1회] 남자 락커 내부 확인"
"미화","심화 점검","주간·월간·분기 심화 (남자 구역)","cm4_3","[주 1회] 남자 사우나 조명 - 조명 커버 분리 청소, 환기구 그릴 청소"
"미화","심화 점검","주간·월간·분기 심화 (남자 구역)","cm4_4","[월 1회] 남자 탕 - 완전 배수 후 대청소, 배관 유지방분해제 투입"
"미화","심화 점검","주간·월간·분기 심화 (남자 구역)","cm4_5","[월 1회] 남자 사우나 - 곰팡이 재발 여부 종합 점검"
"미화","심화 점검","주간·월간·분기 심화 (남자 구역)","cm4_6","[월 1회] 세스코 방역 - 월 정기 방역 입회 및 서명"
"미화","저녁 순회","저녁 순회 (18:00 ~ 23:00)","cn1_1","[남자 락커룸] 바닥 머리카락·물기 제거"
"미화","저녁 순회","저녁 순회 (18:00 ~ 23:00)","cn1_2","[남자 파우더룸] 거울·세면대·바닥 청소"
"미화","저녁 순회","저녁 순회 (18:00 ~ 23:00)","cn1_3","[남자 파우더룸] 어메니티(면봉·화장품) 리필"
"미화","저녁 순회","저녁 순회 (18:00 ~ 23:00)","cn1_4","[남자 샤워장] 배수구 이물질 제거 (2시간마다)"
"미화","저녁 순회","저녁 순회 (18:00 ~ 23:00)","cn1_5","[남자 세신실] 타일·의자 소독"
"미화","저녁 순회","저녁 순회 (18:00 ~ 23:00)","cn1_6","[남자 건식 사우나] 매트 정리, 온도 확인"
"미화","저녁 순회","저녁 순회 (18:00 ~ 23:00)","cn1_7","[남자 화장실] 변기·세면대 소독, 휴지 리필"
"미화","저녁 순회","저녁 순회 (18:00 ~ 23:00)","cn1_8","[남자 습식 사우나] 벽면 물기 제거, 배수구 확인"
"미화","저녁 순회","저녁 순회 (18:00 ~ 23:00)","cn1_9","[남자 사우나 매트] 저녁 매트 교체 (하루 3회차)"
"미화","저녁 순회","저녁 순회 (18:00 ~ 23:00)","cn1_10","[남자 샤워장] 배수구 재점검 (야간 2회차)"
"미화","저녁 순회","저녁 순회 (18:00 ~ 23:00)","cn1_11","[남자 파우더룸] 어메니티 재리필, 쓰레기통 비우기"
"미화","저녁 순회","저녁 순회 (18:00 ~ 23:00)","cn1_12","[남자 락커룸] 바닥 최종 정리, 물기 제거"
"미화","저녁 순회","저녁 순회 (18:00 ~ 23:00)","cn1_13","[남탕 복도 벽체] 곰팡이 발생 여부 확인 (누수 파생)"
"미화","심야 순회","심야 순회 (23:00 ~ 06:00)","cn2_1","[3층 라운지] 전체 바닥 청소, 매트 정리"
"미화","심야 순회","심야 순회 (23:00 ~ 06:00)","cn2_2","[3층 라운지] 소파·매트 사용 흔적 있는 자리 교체"
"미화","심야 순회","심야 순회 (23:00 ~ 06:00)","cn2_3","[3층 정수기·냉장고] 표면 소독, 물통 확인"
"미화","심야 순회","심야 순회 (23:00 ~ 06:00)","cn2_4","[3층 찜질방 순회] 불가마·소금방·아이스방·맥반석방 매트 정리 및 온도 확인"
"미화","심야 순회","심야 순회 (23:00 ~ 06:00)","cn2_5","[3층 게르마늄방] ★ 심야 온도 확인 및 기록 (목표 39℃)"
"미화","심야 순회","심야 순회 (23:00 ~ 06:00)","cn2_6","[3층 편백방] 매트 교체, 편백 상태 확인"
"미화","심야 순회","심야 순회 (23:00 ~ 06:00)","cn2_7","[3층 공용 화장실] 변기·세면대 소독, 휴지 리필"
"미화","심야 순회","심야 순회 (23:00 ~ 06:00)","cn2_8","[3층 풋스파] ★ 데크 하부 냄새 확인, 배수 정상 여부 점검"
"미화","심야 순회","심야 순회 (23:00 ~ 06:00)","cn2_9","[3층 라운지·복도] 심야 바닥 대청소 및 왁싱"
"미화","심야 순회","심야 순회 (23:00 ~ 06:00)","cn2_10","[3층 라운지] 쓰레기통 비우기, 분리수거 후 봉투 교체"
"미화","심야 순회","심야 순회 (23:00 ~ 06:00)","cn2_11","[3층 핀란드사우나] 목재·벤치 소독, 완전 건조 위해 문 개방"
"미화","심야 순회","심야 순회 (23:00 ~ 06:00)","cn2_12","[3층 소파·매트] 매트 최종 소독 및 정리"
"미화","심야 순회","심야 순회 (23:00 ~ 06:00)","cn2_13","[3층 라운지] 정수기 물통 교체 및 컵 리필"
"미화","심야 순회","심야 순회 (23:00 ~ 06:00)","cn2_14","[특이사항 인계] 야간 발생 이슈 → 주간 인계 일지 작성"
"미화","마감 대청소","마감 후 심야 대청소 (22:00 이후 통합)","cn3_1","[남자 락커 유실물] 미회수 물품 최종 확인 후 인계"
"미화","마감 대청소","마감 후 심야 대청소 (22:00 이후 통합)","cn3_2","[남자 사우나 ] 내부 이상 유무"
"미화","마감 대청소","마감 후 심야 대청소 (22:00 이후 통합)","cn3_3","[남자 탕 배수] 탕 부유물 최종 제거 및 배수"
"미화","마감 대청소","마감 후 심야 대청소 (22:00 이후 통합)","cn3_4","[2층~3층 계단실] 계단 청소"
